,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
10538,007523.OF,汇添富内需增长A,汇添富基金,中国农业银行,股票型,20190731,,,20190710,,37.9884,1.5,0.25,,1.0,0.001,,中证主要消费指数收益率*40%+中证医疗指数收益率*30%+中证养老产业指数收益率*15%+中债综合指数收益率*15%,L,股票型,契约型开放式,,20190923,20190923,O
10539,007489.OF,万家民安增利12个月C,万家基金,中国民生银行,债券型,20190731,,,20190527,,0.0111,0.15,0.05,,1.0,0.001,,每个封闭期同期12个月银行定期存款利率(税后)+1.50%,L,债券型,契约型开放式,,20200731,20200731,O
10540,007108.OF,太平MSCI香港价值增强C,太平基金,中国工商银行,股票型,20190731,,,20190708,,1.2556,0.8,0.15,,1.0,0.0001,,MSCI香港价值增强指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190829,20190829,O
10541,007478.OF,中加恒泰三个月定开,中加基金,浙商银行,债券型,20190731,,,20190603,,4.1,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20191031,20191031,O
10542,007318.OF,中银民丰回报,中银基金,中国民生银行,混合型,20190731,,,20190701,,14.4271,0.8,0.2,,1.0,0.001,,中债综合指数收益率*75%+沪深300指数收益率*20%+恒生指数收益率(经人民币汇率折算)*5%,L,混合型,契约型开放式,,20190926,20190926,O
10543,006628.OF,浙商丰盈纯债,浙商基金,浙商银行,债券型,20190731,20200618,,20190429,,3.0083,0.3,0.1,,1.0,0.001,,中债综合指数收益率,D,债券型,契约型开放式,,20200203,20200203,O
10544,007567.OF,南方恒新39个月定开债A,南方基金,中国工商银行,债券型,20190731,,,20190708,,10.4735,0.15,0.05,,1.0,0.0001,,三年定期存款利率(税后)+1.5%,L,债券型,契约型开放式,,20221031,20221031,O
10545,007107.OF,太平MSCI香港价值增强A,太平基金,中国工商银行,股票型,20190731,,,20190708,,1.0413,0.8,0.15,,1.0,0.0001,,MSCI香港价值增强指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190829,20190829,O
10546,007280.OF,上投摩根日本精选,上投摩根基金,中国银行,股票型,20190731,,,20190701,,2.3385,1.8,0.25,,1.0,0.001,,东京证券交易所股价总指数收益率*90%+银行活期存款收益率(税后)*10%,L,股票型,契约型开放式,,20190902,20190902,O
10547,006954.OF,华安安业C,华安基金,兴业银行,债券型,20190731,,,20190610,,4.8,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190830,20190830,O
10548,007657.OF,东方红中证竞争力指数A,东证资管,招商银行,股票型,20190731,,,20190715,,37.7186,0.5,0.05,,1.0,0.001,,中证东方红竞争力指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190902,20190902,O
10549,007658.OF,东方红中证竞争力指数C,东证资管,招商银行,股票型,20190731,,,20190715,,6.3816,0.5,0.05,,1.0,0.001,,中证东方红竞争力指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190902,20190902,O
10550,006953.OF,华安安业A,华安基金,兴业银行,债券型,20190731,,,20190610,,2.001,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190830,20190830,O
10551,007568.OF,南方恒新39个月定开债C,南方基金,中国工商银行,债券型,20190731,,,20190708,,0.5512,0.15,0.05,,1.0,0.0001,,三年定期存款利率(税后)+1.5%,L,债券型,契约型开放式,,20221031,20221031,O
10552,007730.OF,平安金管家C,平安基金,平安银行,货币市场型,20190729,,,,,,0.2,0.05,,1.0,,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20190730,20190730,O
10553,007749.OF,民生加银鹏程C,民生加银基金,兴业银行,混合型,20190729,,,,,,0.6,0.1,,1.0,,,中债总指数收益率*60%+一年期定期存款基准利率(税后)*25%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20190729,20190729,O
10554,007278.OF,国泰兴富三个月定开,国泰基金,兴业银行,债券型,20190726,,,20190722,,10.1,0.3,0.1,,1.0,,,中证综合债指数收益率,L,债券型,契约型开放式,,20191028,20191028,O
10555,006689.OF,方正富邦信泓A,方正富邦基金,中国建设银行,混合型,20190726,,,20190430,,2.1097,0.8,0.25,,1.0,0.001,,沪深300指数收益率*70%+中证全债指数收益率*30%,L,灵活配置型,契约型开放式,,20190906,20190906,O
10556,512790.SH,民企成长ETF,华安基金,海通证券,股票型,20190726,20200615,20190906,20190506,20200731,2.6548,0.5,0.1,,1.0,0.1,,中证民企成长指数收益率,D,被动指数型,契约型开放式,,20190906,20190906,E
10557,007572.OF,中加民丰纯债,中加基金,中国民生银行,债券型,20190726,,,20190715,,2.01,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20190805,20190805,O
10558,512650.SH,长三角ETF,汇添富基金,浦发银行,股票型,20190726,,20191025,20190520,,64.2894,0.15,0.05,,1.0,0.1,,中证长三角一体化发展主题指数收益率,L,被动指数型,契约型开放式,,20191025,20191025,E
10559,007550.OF,东兴未来价值C,东兴基金,兴业银行,混合型,20190726,,,20190701,,0.1,1.5,0.1,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收率*40%,L,灵活配置型,契约型开放式,,20191025,20191025,O
10560,007654.OF,长盛稳益6个月C,长盛基金,中国银行,债券型,20190726,,,20190715,,3.2702,0.15,0.05,,1.0,0.0001,,中国人民银行公布的六个月银行定期整存整取存款利率(税后)+0.6%,L,债券型,契约型开放式,,20200203,20200203,O
10561,007653.OF,长盛稳益6个月A,长盛基金,中国银行,债券型,20190726,,,20190715,,6.6017,0.15,0.05,,1.0,0.0001,,中国人民银行公布的六个月银行定期整存整取存款利率(税后)+0.6%,L,债券型,契约型开放式,,20200203,20200203,O
10562,004695.OF,东兴未来价值A,东兴基金,兴业银行,混合型,20190726,,,20190701,,2.0009,1.5,0.1,,1.0,0.001,,沪深300指数收益率*60%+中债综合指数收率*40%,L,灵活配置型,契约型开放式,,20191025,20191025,O
10563,007348.OF,永赢昌利C,永赢基金,中国光大银行,债券型,20190724,,,20190429,,,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20190801,20190801,O
10564,007015.OF,嘉合磐泰短债C,嘉合基金,交通银行,债券型,20190724,,,20190528,,0.7097,0.3,0.05,,1.0,0.001,,中证短债指数收益率,L,债券型,契约型开放式,,20190826,20190826,O
10565,007014.OF,嘉合磐泰短债A,嘉合基金,交通银行,债券型,20190724,,,20190528,,2.0645,0.3,0.05,,1.0,0.001,,中证短债指数收益率,L,债券型,契约型开放式,,20190826,20190826,O
10566,006970.OF,广发景利,广发基金,南京银行,债券型,20190724,,,20190708,,2.0004,0.3,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率*90%+一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20190815,20190815,O
10567,007347.OF,永赢昌利A,永赢基金,中国光大银行,债券型,20190724,,,20190429,,2.0,0.3,0.1,,1.0,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20190801,20190801,O
10568,007576.OF,华夏鼎琪三个月定期开放,华夏基金,江苏银行,债券型,20190724,,,20190701,,2.1001,0.3,0.1,,1.0,,,中债综合指数收益率,L,债券型,契约型开放式,,20191024,20191024,O
10569,007419.OF,国寿安保泰弘纯债,国寿安保基金,交通银行,债券型,20190723,,,20190717,,2.1002,0.3,0.1,,1.0,0.001,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20190729,20190729,O
10570,512710.SH,军工龙头ETF,富国基金,中国建设银行,股票型,20190723,,20190826,20190524,,72.0233,0.5,0.1,,1.0,0.1,,中证军工龙头指数收益率,L,被动指数型,契约型开放式,,20190826,20190826,E
10571,007520.OF,富安达富利纯债A,富安达基金,交通银行,债券型,20190723,,,20190701,,2.495,0.3,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20190822,20190822,O
10572,515000.SH,科技ETF,华宝基金,中国工商银行,股票型,20190722,,20190816,20190704,,10.3729,0.5,0.1,,1.0,0.1,,中证科技龙头指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
10573,007087.OF,财通景利纯债,财通基金,徽商银行,债券型,20190719,20201217,,20190712,,2.0504,0.3,0.1,,1.0,0.0001,,中债综合(全价)指数收益率,D,债券型,契约型开放式,,20190820,20190820,O
10574,007485.OF,博时中债3-5年国开行A,博时基金,兴业银行,债券型,20190719,,,20190603,,20.0522,0.15,0.05,,1.0,0.001,,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190805,20190805,O
10575,007486.OF,博时中债3-5年国开行C,博时基金,兴业银行,债券型,20190719,,,20190603,,0.0007,0.15,0.05,,1.0,0.001,,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190805,20190805,O
10576,007517.OF,博时富淳纯债3个月定开,博时基金,江苏银行,债券型,20190718,,,20190610,,10.1,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20191018,20191018,O
10577,006812.OF,大成惠福纯债,大成基金,中国工商银行,债券型,20190718,,,20190613,,2.0001,0.3,0.1,,1.0,0.0001,,中债综合全价指数收益率,L,债券型,契约型开放式,,20190722,20190822,O
10578,501079.SH,科创大成LOF,大成基金,中国建设银行,混合型,20190718,,20200120,20190624,,8.6322,1.2,0.2,,1.0,0.0001,,中国战略新兴产业成份指数收益率*60%+中债综合全价指数收益率*40%,L,混合型,契约型开放式,,20220718,20220718,E
10579,006371.OF,长安鑫盈A,长安基金,中国工商银行,混合型,20190718,,,20190530,,1.9844,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20191016,20191016,O
10580,006372.OF,长安鑫盈C,长安基金,中国工商银行,混合型,20190718,,,20190530,,0.8972,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,,20191016,20191016,O
10581,161729.SZ,招商瑞利,招商基金,中国建设银行,混合型,20190718,,20200115,20190603,,2.8437,1.5,0.2,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*30%+恒生指数收益率(使用估值汇率折算)*10%,L,灵活配置型,契约型开放式,,20220718,20220718,E
10582,007351.OF,永赢同利A,永赢基金,交通银行,债券型,20190718,,,20190429,,2.001,0.3,0.1,,1.0,0.001,,中债-综合指数(全价)收益率,L,债券型,契约型开放式,,20190724,20190724,O
10583,007563.OF,兴银汇逸三个月定开债,兴银基金,江苏银行,债券型,20190718,,,20190705,,10.1,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20191018,20191018,O
10584,007352.OF,永赢同利C,永赢基金,交通银行,债券型,20190718,,,20190429,,0.0,0.3,0.1,,1.0,0.001,,中债-综合指数(全价)收益率,L,债券型,契约型开放式,,20190724,20190724,O
10585,007065.OF,浦银安盛高等级优选短融券C,浦银安盛基金,兴业银行,债券型,20190718,,,20190712,,0.0,0.25,0.05,,1.0,0.0001,,上海清算所高等级优选短期融资券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190826,20190826,O
10586,006617.OF,工银瑞信瑞泽定开,工银瑞信基金,江苏银行,债券型,20190718,,,20190416,,2.1109,0.3,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,,20191018,20191018,O
10587,007064.OF,浦银安盛高等级优选短融券A,浦银安盛基金,兴业银行,债券型,20190718,,,20190712,,5.5,0.25,0.05,,1.0,0.0001,,上海清算所高等级优选短期融资券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190826,20190826,O
10588,007375.OF,西部利得聚利6个月定开A,西部利得基金,中国光大银行,债券型,20190716,,,20190625,,4.4274,0.6,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200116,20200116,O
10589,007376.OF,西部利得聚利6个月定开C,西部利得基金,中国光大银行,债券型,20190716,,,20190625,,9.8448,0.6,0.1,,1.0,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200116,20200116,O
10590,159973.SZ,民企领先100ETF,弘毅远方基金,广发证券,股票型,20190716,,20190809,20190617,,3.8498,0.3,0.2,,1.0,0.1,,国证民企领先100指数收益率,L,被动指数型,契约型开放式,,20190809,20190809,E
10591,007497.OF,中庚价值灵动灵活配置,中庚基金,平安银行,混合型,20190716,,,20190624,,13.1884,1.5,0.25,,1.0,0.1,,中证800指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20190819,20190819,O
10592,007261.OF,融通消费升级,融通基金,中国工商银行,混合型,20190716,,,20190624,,6.4163,1.5,0.25,,1.0,0.0001,,中证全指主要消费指数收益率*70%+中债综合全价(总值)指数收益率*20%+中证香港100指数收益率*10%,L,混合型,契约型开放式,,20191016,20191016,O
10593,007231.OF,国泰民安养老2040三年A,国泰基金,中国银行,混合型,20190716,,,20190415,,2.0524,0.9,0.15,,1.0,0.001,,沪深300指数收益率*53%+中证综合债指数收益率*47%,L,混合型,契约型开放式,,20190815,20220718,O
10594,007505.OF,华夏中证AH经济蓝筹A,华夏基金,中国农业银行,股票型,20190716,,,20190603,,0.4499,0.5,0.1,,1.0,0.0001,,中证华夏AH经济蓝筹股票指数收益率*95%+中国人民银行公布的人民币活期存款利率*5%,L,被动指数型,契约型开放式,,20190726,20190726,O
10595,007506.OF,华夏中证AH经济蓝筹C,华夏基金,中国农业银行,股票型,20190716,,,20190603,,0.7939,0.5,0.1,,1.0,0.0001,,中证华夏AH经济蓝筹股票指数收益率*95%+中国人民银行公布的人民币活期存款利率*5%,L,被动指数型,契约型开放式,,20190726,20190726,O
10596,007393.OF,上银未来生活A,上银基金,兴业银行,混合型,20190715,,,20190610,,3.0767,1.5,0.25,,1.0,0.001,,中证800指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20191014,20191014,O
10597,007663.OF,平安安享灵活配置C,平安基金,中国建设银行,混合型,20190715,,,,,,0.6,0.1,,1.0,,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,,20190716,20190716,O
10598,007467.OF,华泰柏瑞红利低波动ETF联接C,华泰柏瑞基金,中国建设银行,股票型,20190715,,,20190613,,5.7982,0.5,0.1,,1.0,0.001,,中证红利低波动指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190816,20190816,O
10599,007466.OF,华泰柏瑞红利低波动ETF联接A,华泰柏瑞基金,中国建设银行,股票型,20190715,,,20190613,,5.7982,0.5,0.1,,1.0,0.001,,中证红利低波动指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190816,20190816,O
10600,007187.OF,华夏中债3-5年政策金融债C,华夏基金,浦发银行,债券型,20190712,,,20190513,,0.167,0.15,0.05,,1.0,0.0001,,中债-3-5年政策性金融债指数(全价)收益率,L,被动指数型,契约型开放式,,20190814,20190814,O
10601,007186.OF,华夏中债3-5年政策金融债A,华夏基金,浦发银行,债券型,20190712,,,20190513,,71.3413,0.15,0.05,,1.0,0.0001,,中债-3-5年政策性金融债指数(全价)收益率,L,被动指数型,契约型开放式,,20190814,20190814,O
10602,007571.OF,南方上证380ETF联接C,南方基金,中国建设银行,股票型,20190712,,,,,,0.5,0.1,,1.0,,,上证380指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190712,20190712,O
10603,512930.SH,AIETF,平安基金,交通银行,股票型,20190712,,20190823,20190513,,2.0113,0.15,0.05,,1.0,0.1,,中证人工智能主题指数收益率,L,被动指数型,契约型开放式,,20190823,20190823,E
10604,006964.OF,中加颐瑾六个月定开C,中加基金,杭州银行,债券型,20190712,,,20190701,,,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200113,20200113,O
10605,006963.OF,中加颐瑾六个月定开A,中加基金,杭州银行,债券型,20190712,,,20190701,,20.1,0.3,0.1,,1.0,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,,20200113,20200113,O
10606,512720.SH,计算机ETF,国泰基金,中国农业银行,股票型,20190711,,20190816,20190603,,6.1845,0.5,0.1,,1.0,0.1,,中证计算机主题指数收益率,L,被动指数型,契约型开放式,,20190816,20190816,E
10607,007279.OF,永赢众利,永赢基金,浦发银行,债券型,20190711,,,20190422,,2.0501,0.3,0.1,,1.0,0.001,,中债-综合指数(全价)收益率,L,债券型,契约型开放式,,20190715,20190715,O
